====== Ar (10) into Layer 1                     =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
====== TRIM Calc.= Ar(202. keV) ==> Layer 1(  1 mm) ==========================
------------------------------------------------------------------------------
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Ar   Energy = 202.359 keV
 Total Ions calculated =10000.00
============= TARGET MATERIAL ======================================
1200000.E+00 78430305.E-02 10130284.E-01 99552364.E-02 63814676.E-02 
1300000.E+00 83350691.E-02 10734368.E-01 12267690.E-01 77707222.E-02 
1400000.E+00 79861770.E-02 10522097.E-01 13155845.E-01 84703491.E-02 
1500000.E+00 93629181.E-02 11677564.E-01 14832585.E-01 92562669.E-02 
1600000.E+00 88716298.E-02 11911264.E-01 13865349.E-01 89729120.E-02 
1700000.E+00 93072196.E-02 12111723.E-01 15511415.E-01 88868157.E-02 
1800000.E+00 92038989.E-02 12428300.E-01 14516018.E-01 95635249.E-02 
1900000.E+00 10165134.E-01 13339184.E-01 15495449.E-01 98603884.E-02 
2000000.E+00 10969804.E-01 13917694.E-01 15804909.E-01 97602262.E-02 
2100000.E+00 99425936.E-02 12896332.E-01 14938516.E-01 95763831.E-02 
2200000.E+00 10226996.E-01 12826009.E-01 16327311.E-01 93814611.E-02 
2300000.E+00 98107908.E-02 11990180.E-01 14581633.E-01 79653462.E-02 
2400000.E+00 11203413.E-01 13873061.E-01 16979754.E-01 97592452.E-02 
2500000.E+00 10455352.E-01 13697639.E-01 15871387.E-01 10221877.E-01 
2600000.E+00 10137444.E-01 12607362.E-01 16524084.E-01 86286578.E-02 
2700000.E+00 94037911.E-02 12185762.E-01 15548529.E-01 95307368.E-02 
2800000.E+00 11559584.E-01 14160364.E-01 17581868.E-01 89828098.E-02 
2900000.E+00 99408786.E-02 12417237.E-01 16032525.E-01 91370511.E-02 
3000000.E+00 10470354.E-01 13529498.E-01 16196980.E-01 95489681.E-02 
3100000.E+00 10189065.E-01 12982043.E-01 16721067.E-01 93855627.E-02 
3200000.E+00 11136162.E-01 13907351.E-01 17356325.E-01 93057351.E-02 
3300000.E+00 11297920.E-01 14182386.E-01 17797918.E-01 97709484.E-02 
3400000.E+00 10838630.E-01 13387354.E-01 17775504.E-01 90524501.E-02 
3500000.E+00 12336171.E-01 15592264.E-01 18138254.E-01 10261612.E-01 
3600000.E+00 11070891.E-01 13969769.E-01 17569506.E-01 98541073.E-02 
3700000.E+00 11365646.E-01 14374884.E-01 17932381.E-01 90050987.E-02 
3800000.E+00 10639584.E-01 13490179.E-01 17215791.E-01 91949250.E-02 
3900000.E+00 10691704.E-01 13486307.E-01 17461446.E-01 94883036.E-02 
4000000.E+00 11306398.E-01 14182586.E-01 17850881.E-01 93148835.E-02 
4100000.E+00 10817747.E-01 14072677.E-01 17450493.E-01 95090052.E-02 
4200000.E+00 11917162.E-01 14833178.E-01 18472137.E-01 10170056.E-01 
4300000.E+00 11128747.E-01 13828569.E-01 16808922.E-01 91061377.E-02 
4400000.E+00 11048078.E-01 13882578.E-01 17190715.E-01 83821920.E-02 
4500000.E+00 12020679.E-01 14860524.E-01 18618584.E-01 92513106.E-02 
4600000.E+00 10716414.E-01 13399885.E-01 17479135.E-01 86248213.E-02 
4700000.E+00 11631598.E-01 14392530.E-01 18475932.E-01 92871196.E-02 
4800000.E+00 11115973.E-01 13527496.E-01 17670921.E-01 91794923.E-02 
4900000.E+00 11429771.E-01 14438271.E-01 16961431.E-01 93166126.E-02 
5000000.E+00 11967529.E-01 14841719.E-01 17896815.E-01 91373108.E-02 
5100000.E+00 11639162.E-01 14348525.E-01 18056186.E-01 91576851.E-02 
5200000.E+00 11710629.E-01 14868527.E-01 18052865.E-01 95349241.E-02 
5300000.E+00 10745110.E-01 13379789.E-01 17087742.E-01 91507851.E-02 
5400000.E+00 11888764.E-01 14809643.E-01 18779586.E-01 92263390.E-02 
5500000.E+00 11182791.E-01 14157706.E-01 18177754.E-01 89311378.E-02 
5600000.E+00 10818091.E-01 13471170.E-01 17535587.E-01 88482990.E-02 
5700000.E+00 10761715.E-01 13333172.E-01 17125178.E-01 84121343.E-02 
5800000.E+00 11326643.E-01 14242112.E-01 16980554.E-01 89443502.E-02 
5900000.E+00 11712280.E-01 14119859.E-01 19135348.E-01 84228190.E-02 
6000000.E+00 12282177.E-01 15357069.E-01 18766208.E-01 83908825.E-02 
6100000.E+00 11092228.E-01 13965786.E-01 17212929.E-01 82603832.E-02 
6200000.E+00 11263774.E-01 13709101.E-01 17557131.E-01 76931364.E-02 
6300000.E+00 94933714.E-02 11780205.E-01 16496072.E-01 87541433.E-02 
6400000.E+00 10491373.E-01 13126819.E-01 16911663.E-01 84295982.E-02 
6500000.E+00 12143505.E-01 15959187.E-01 18602446.E-01 96888444.E-02 
6600000.E+00 97687421.E-02 12373597.E-01 15594155.E-01 77444959.E-02 
6700000.E+00 87614947.E-02 10869201.E-01 15336958.E-01 78633734.E-02 
6800000.E+00 11003371.E-01 13974324.E-01 16646408.E-01 83499232.E-02 
6900000.E+00 10257144.E-01 13096487.E-01 15377413.E-01 89786342.E-02 
7000000.E+00 11586654.E-01 14593829.E-01 17562018.E-01 80078954.E-02 
7100000.E+00 11279958.E-01 13160049.E-01 16502450.E-01 78691804.E-02 
7200000.E+00 80945453.E-02 99502144.E-02 14460531.E-01 81922293.E-02 
7300000.E+00 12100440.E-01 13793943.E-01 15651958.E-01 56225349.E-02 
7400000.E+00 10454181.E-01 12481323.E-01 16670796.E-01 68175555.E-02 
7500000.E+00 88442901.E-02 10781125.E-01 18831297.E-01 87374180.E-02 
7600000.E+00 11684337.E-01 14106596.E-01 19145931.E-01 76585963.E-02 
7700000.E+00 82496061.E-02 97061502.E-02 11758772.E-01 75439504.E-02 
7800000.E+00 81407023.E-02 10532091.E-01 18083497.E-01 98136889.E-02 
7900000.E+00 12814982.E-01 15244038.E-01 19114080.E-01 79305658.E-02 
8000000.E+00 10217744.E-01 11702863.E-01 14066452.E-01 66081774.E-02 
8100000.E+00 14897342.E-01 16242668.E-01 20162593.E-01 52548823.E-02 
8200000.E+00 11871921.E-01 13808918.E-01 18926506.E-01 11220747.E-01 
8300000.E+00 48378959.E-02 60245923.E-02 10477495.E-01 38561520.E-02 
8400000.E+00 14411843.E-01 15052571.E-01 14864777.E-01 39395313.E-02 
8500000.E+00 73309048.E-02 73334273.E-02 14898163.E-01 73742544.E-02 
8600000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8700000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
8800000.E+00 50080396.E-02 63833481.E-02 10795385.E-01 69959265.E-02 
8900000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9000000.E+00 18787578.E-01 18787578.E-01 21298256.E-01 00000000.E+00 
9100000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9200000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9300000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9400000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9500000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9600000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9700000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9800000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
9900000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
1000000.E+01 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
